,node_1,node_2,cn,tn,pa,min_triangles,max_triangles,min_cluster,max_cluster,lp_community,louvain_community,weight,label,cr_n1,cr_n2,share_alignment_L,share_alignment_G,share_alignment_N,share_alignment_E,share_alignment_C,share_environment_mountain,share_environment_underdark,share_environment_arctic,share_environment_urban,share_environment_swamp,share_environment_desert,share_environment_coastal,share_environment_hill,share_environment_grassland,share_environment_forest,share_environment_underwater,share_type_aberration,share_type_monstrosity,share_type_dragon,share_type_undead,share_type_elemental,share_type_beast,share_type_construct,share_type_plant,share_type_ooze,share_type_fey,share_type_fiend,share_type_giant,share_type_celestial,share_tag_aarakocra,share_tag_yugoloth,share_tag_demon,share_tag_devil,share_tag_goblinoid,share_tag_bullywug,share_tag_shapechanger,share_tag_gnome,share_tag_elf,share_tag_dwarf,share_tag_titan,share_tag_gith,share_tag_gnoll,share_tag_grimlock,share_tag_human,share_tag_kenku,share_tag_kobold,share_tag_kuo-toa,share_tag_lizardfolk,share_tag_merfolk,share_tag_orc,share_tag_quaggoth,share_tag_sahuagin,share_tag_thri-kreen,share_tag_troglodyte,share_tag_yuan-ti,guessed,predicted_weight
19591,giant spider,troll,10,119,3520,201,242,0.12003968253968254,0.13535353535353536,1,1,0.0,0.0,1.0,5.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.81903577
19601,vine blight,lion,2,77,1480,99,123,0.14864864864864866,0.1576923076923077,1,0,0.0,0.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46580464
19640,assassin,gnome squidling,2,59,598,6,145,0.07692307692307693,0.14009661835748793,1,0,0.0,0.0,8.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66191417
19651,venom troll,hill giant,6,59,598,27,171,0.16521739130434782,0.34615384615384615,1,1,0.0,0.0,7.0,5.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.845921
19658,water elemental,tribal warrior,4,109,2370,90,339,0.11002921129503408,0.20689655172413793,1,0,0.0,0.0,5.0,0.125,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9177773
19692,sahuagin champion,kraken priest,3,29,168,14,27,0.12857142857142856,0.5,1,1,0.0,0.0,3.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0476764
19723,mind drinker vampire,pegasus,3,127,2700,112,491,0.09919191919191919,0.3190883190883191,1,0,0.0,0.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5946049
19732,clay golem,nycaloth,4,91,1470,30,694,0.14285714285714285,0.2873706004140787,1,0,0.0,0.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79781944
19739,kobold,medusa,4,73,1260,117,145,0.14646464646464646,0.30952380952380953,1,0,0.0,0.0,0.125,6.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7170302
19745,bearded devil,spectator,3,118,1960,29,1442,0.15263157894736842,0.30338733431516934,1,0,0.0,0.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8204313
19822,flying snake,flying sword,3,56,735,42,67,0.11260504201680673,0.2,1,1,0.0,0.0,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9778692
19856,topi,bodak,14,105,2700,451,754,0.42598870056497173,0.45555555555555555,1,1,0.0,0.0,0.5,6.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1521248
19860,blackguard,durnan,2,56,255,7,238,0.18666666666666668,0.7,1,1,0.0,0.0,8.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6906786
19888,guard,orzhov giant,7,99,1458,106,368,0.11358024691358025,0.6928104575163399,1,0,0.0,0.0,0.125,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9942278
19889,marilith,vampire,2,67,850,24,266,0.17647058823529413,0.21714285714285714,1,0,0.0,0.0,16.0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.64315623
19970,retriever,red abishai,2,72,1215,82,317,0.2336182336182336,0.3202020202020202,1,0,0.0,0.0,14.0,19.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6151365
19977,giant octopus,stone giant,5,76,1395,81,158,0.1595959595959596,0.17419354838709677,1,0,0.0,0.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82739645
20004,deathlock,ghost,9,134,2808,93,1668,0.28615384615384615,0.28868120456905505,1,1,0.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2749735
20026,acolyte,medusa,4,45,476,56,117,0.30952380952380953,0.4117647058823529,1,1,0.0,0.0,0.25,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.80540544
20056,hobgoblin,specter,14,193,6762,228,2174,0.20259062529121238,0.22028985507246376,1,0,0.0,0.0,0.5,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8403898
20101,nergaliid,adult red dracolich,6,54,720,128,179,0.4114942528735632,0.463768115942029,1,1,0.0,0.0,3.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7951157
20119,death tyrant,yellow musk zombie,37,176,7708,1193,1230,0.28140013726835966,0.359229147847034,1,1,0.0,0.0,14.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3954301
20175,gladiator,wereraven,2,62,736,29,170,0.1642512077294686,0.24166666666666667,1,1,0.0,0.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8108091
20206,dryad,banshee,1,60,416,6,197,0.14856711915535445,0.21428571428571427,1,1,0.0,0.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.55190927
20226,manticore,ice troll,6,85,1776,129,386,0.19369369369369369,0.3421985815602837,1,0,0.0,0.0,3.0,8.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8012091
20277,carrion crawler,bugbear,3,72,1232,86,174,0.1839323467230444,0.2275132275132275,1,0,0.0,0.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.605274
20282,hell hound,adult black dragon,2,107,1740,40,548,0.14648489708634055,0.21052631578947367,1,0,0.0,0.0,3.0,14.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5875278
20284,orc,troglodyte,5,109,1638,62,480,0.11721611721611722,0.40522875816993464,1,1,0.0,0.0,0.5,0.25,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1467437
20298,adult brass dragon,kraken,0,29,210,14,18,0.15384615384615385,0.17142857142857143,1,1,0.0,0.0,13.0,23.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.49406764
20305,death kiss,deathlock wight,4,104,2175,106,983,0.26108374384236455,0.3542342342342342,1,0,0.0,0.0,10.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.64800495
20316,giant elk,gorgon,5,75,1224,46,207,0.1623529411764706,0.16666666666666666,1,0,0.0,0.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0758616
20326,water elemental,owlbear,9,131,4108,200,339,0.11002921129503408,0.15082956259426847,1,0,0.0,0.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98759824
20353,giant goat,frost giant skeleton,5,115,2754,71,783,0.1265597147950089,0.24166666666666667,1,0,0.0,0.0,0.5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.86983496
20361,maurezhi,dryad,2,62,432,6,749,0.21428571428571427,0.5234102026554857,1,0,0.0,0.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5513377
20383,wolf,enchanter,7,139,2178,53,659,0.09077134986225896,0.3464052287581699,1,1,0.0,0.0,0.25,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1663297
20384,boar,reckoner,2,47,312,5,90,0.1214574898785425,0.17857142857142858,1,0,0.0,0.0,0.25,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8227144
20394,drow shadowblade,death knight,2,95,1134,18,472,0.145679012345679,0.1978021978021978,1,1,0.0,0.0,11.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.78824496
20434,skeletal alchemist,molydeus,11,129,2180,130,1310,0.22256201155283725,0.6842105263157895,1,1,0.0,0.0,0.5,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9486211
20458,night hag,young red dragon,3,97,2332,111,373,0.11733615221987315,0.2706821480406386,1,0,0.0,0.0,5.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5619
20542,goblin,yeti,8,161,6370,420,495,0.10256410256410256,0.20496894409937888,1,0,0.0,0.0,0.25,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.894651
20551,draconian mastermind,pseudodragon,3,82,1005,24,242,0.10945273631840796,0.22857142857142856,1,0,0.0,0.0,6.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8165044
20609,panther,veteran,10,105,2294,87,401,0.14846353202517587,0.1870967741935484,1,1,0.0,0.0,0.25,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4733602
20651,zombie clot,abjurer,3,70,441,14,625,0.3200204813108039,0.6666666666666666,1,0,0.0,0.0,6.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70120776
20653,adult crystal dragon,dracohydra,1,33,242,13,29,0.12554112554112554,0.23636363636363636,1,0,0.0,0.0,12.0,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43099523
20664,ghoul,ankheg,4,197,3540,41,2582,0.1657678479712378,0.21578947368421053,1,0,0.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.91793215
20731,frost giant zombie,returned sentry,5,102,2376,141,813,0.22380952380952382,0.37902097902097903,1,0,0.0,0.0,9.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7310537
20784,archer,grell,2,111,1100,9,407,0.08222222222222222,0.16363636363636364,1,0,0.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9138957
20790,riding horse,orc eye of gruumsh,6,73,1330,80,154,0.11379800853485064,0.25882352941176473,1,1,0.0,0.0,0.25,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3014419
20803,aboleth,beholder zombie,5,91,1518,38,764,0.1645021645021645,0.3256606990622336,1,0,0.0,0.0,10.0,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7867013
20811,griffon,beholder,3,64,1024,51,65,0.1028225806451613,0.1310483870967742,1,1,0.0,0.0,2.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0268933
20816,dancing flame,veteran,1,83,666,10,401,0.14846353202517587,0.2777777777777778,1,1,0.0,0.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5084232
20836,brown bear,black dragon wyrmling,1,102,837,5,481,0.11243571762505844,0.1388888888888889,1,0,0.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.571864
20853,demilich,udaak,10,85,1806,305,336,0.3377630121816168,0.3902439024390244,1,1,0.0,0.0,18.0,16.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7838427
20863,manshoon,adult bronze dragon,1,33,116,2,93,0.229064039408867,0.3333333333333333,1,0,0.0,0.0,13.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5064649
20869,skulk,veteran,3,87,962,11,401,0.14102564102564102,0.14846353202517587,1,0,0.0,0.0,0.5,3.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8901205
20892,allip,skeletal juggernaut,11,100,2176,205,1025,0.41330645161290325,0.4499561018437226,1,1,0.0,0.0,5.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.067122
20905,brown bear,twig blight,3,103,930,14,481,0.11243571762505844,0.3111111111111111,1,0,0.0,0.0,1.0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8494121
20936,young white dragon,hobgoblin,8,92,2116,223,228,0.21545893719806763,0.22028985507246376,1,0,0.0,0.0,6.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8294339
20951,owlbear,retriever,3,79,1404,82,200,0.15082956259426847,0.2336182336182336,1,0,0.0,0.0,3.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.54837096
20955,orc,young red dragon,5,135,4004,111,480,0.11721611721611722,0.11733615221987315,1,0,0.0,0.0,0.5,10.0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.71596
21001,orc,lady illmarrow,4,103,1092,20,480,0.11721611721611722,0.30303030303030304,1,1,0.0,0.0,0.5,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0457045
21007,berbalang,riding horse,2,49,418,18,80,0.11379800853485064,0.32727272727272727,1,0,0.0,0.0,2.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7313467
21015,star lancer,dire corby,1,18,80,4,7,0.14285714285714285,0.15555555555555556,1,1,0.0,0.0,2.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.81919783
21026,remorhaz,troll,5,77,832,17,242,0.12003968253968254,0.21794871794871795,1,0,0.0,0.0,11.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.73620266
21039,aartuk elder,black bear,4,77,1426,92,449,0.1978494623655914,0.43381642512077295,1,0,0.0,0.0,3.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7882025
21084,chuul,alhoon,2,44,420,16,54,0.12413793103448276,0.17582417582417584,1,0,0.0,0.0,4.0,10.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7718968
21119,giant ape,giff,2,141,1188,10,1129,0.13058061531343973,0.2777777777777778,1,0,0.0,0.0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6446295
21125,umber hulk,archmage,2,81,990,10,294,0.09523809523809523,0.13706293706293707,1,1,0.0,0.0,5.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0858148
21145,spy,acolyte,10,47,510,56,129,0.296551724137931,0.4117647058823529,1,1,0.0,0.0,1.0,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3878572
21178,bulette,kobold scale sorcerer,1,61,690,18,134,0.1294685990338164,0.17142857142857143,1,0,0.0,0.0,5.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.42013463
21206,kobold,magmin,3,60,675,28,145,0.14646464646464646,0.26666666666666666,1,0,0.0,0.0,0.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8366123
21227,ghast,beholder,4,103,2272,65,667,0.1310483870967742,0.26841046277666,1,0,0.0,0.0,2.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75005084
21245,bulette,relic sloth,2,57,506,14,134,0.1294685990338164,0.2545454545454545,1,1,0.0,0.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8578408
21253,behir,druid,3,99,1694,59,583,0.19924812030075187,0.2554112554112554,1,0,0.0,0.0,11.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6532639
